able,capable,할 수 있는,できる
about,sur,약,約
absolute,absolu,순수한,絶対の
accept,Acceptez,수락,受け入れる
account,Compte,계정,アカウント
achieve,atteindre,이루다,達成する
act,acte,행위,行為
active,actif,유효한,アクティブ
actual,réel,실제,実際の
add,ajouter,더하다,加える
address,adresse,주소,住所
admit,admettre,들이다,認める
advertise,afficher,공시 하다,広告する
affect,affecter,감정,影響する
afford,offrir,여유,余裕がある
after,après,후,後
again,encore,다시,再び
against,contre,에 대하여,に対して
age,âge,나이,年齢
agent,agent,에이전트,エージェント
ago,depuis,...전에,前
agree,se mettre d'accord,동의하다,同意する
allow,permettre,허락하다,許す
all,tout,모든,すべて
almost,presque,거의,ほぼ
already,déjà,이미,既に
alright,bien,다 좋아,大丈夫
also,également,또한,また
although,bien que,이기는 하지만,でも
always,toujours,항상,常に
America,Amérique,미국,アメリカ
and,et,과,そして
another,un autre,다른,別の
answer,réponse,대답,回答
any,tout,어떤,どれか
apparent,apparent,명백한,見かけ上
appear,apparaître,나타나다,現れる
appoint,nommer,정하다,任命する
approach,approche,접근,アプローチ
appropriate,approprié,적당한,適切な
argue,se disputer,논하다,議論する
as,comme,같이,として
associate,associer,동무,準ずる
assume,assumer,취하다,想定する
at,à,...에서,で
attend,assister,참석하다,出席する
a,une,에이,a
authority,autorité,권위,権限
available,disponible,유효한,利用可能
aware,conscient,인식,承知して
away,une façon,떨어져,離れて
awful,terrible,무서운,ひどい
bad,mal,나쁜,悪い
base,base,베이스,ベース
basis,base,기초,基礎
beat,battre,박자,ビート
because,parce que,때문에,なぜなら
become,devenir,지다,なる
be,être,있다,なる
begin,commencer,시작하다,ベギン
believe,croyez,믿다,信じる
benefit,avantage,이익,恩恵
best,meilleur,베스트,ベスト
bet,pari,내기,ベット
bill,facture,계산서,ビル
birth,naissance,출생,誕生
bit,bit,비트,ビット
board,planche,판,ボード
bother,déranger,귀찮음,わざわざ
budget,budget,예산,予算
but,mais,그러나,しかし
by,par,으로,によって
can,pouvez,양철통,できる
care,se soucier,케어,ケア
cause,cause,원인,原因
cent,cent,센트,セント
certain,certain,어떤,確かな
chairman,président,의장,会長
chance,chance,기회,チャンス
chap,type,녀석,チャップ
charge,charge,요금,電荷
check,vérifier,검사,チェック
choice,choix,선택,選択
choose,choisir,고르다,選ぶ
Christ,Christ,그리스도,キリスト
Christmas,Noël,크리스마스,クリスマス
claim,prétendre,청구,請求
closes,se ferme,마감,閉じます
clothe,vêtir,덮다,服を着る
come,viens,왔다,来て
comment,commentaire,논평,コメント
commit,commettre,범하다,コミット
committee,Comité,위원회,委員会
concern,préoccupation,관심사,懸念
confer,conférer,봉하다,与える
consider,considérer,중히 여기다,考える
consult,consulter,찾다,相談する
correct,correct,옳은,正しい
cost,Coût,비용,コスト
could,pourrait,할 수 있었다,できた
country,pays,국가,国
county,comté,군,郡
course,cours,코스,コース
court,tribunal,법정,裁判所
create,créer,몹시 떠들어 대다,作成する
current,actuel,흐름,現在
danger,danger,위험,危険
date,rendez-vous amoureux,날짜,日付
deal,traiter,거래,対処
dear,chère,소중한,親愛な
decide,décider,결정하다,決めます
decision,décision,결정,決定
deep,Profond,깊은,深い
definite,précis,명확한,明確な
degree,diplôme,정도,度
depend,dépendre,의존하다,依存する
die,mourir,주사위,死ぬ
difference,différence,차,差
difficult,difficile,어려운,難しい
direct,direct,곧장,直接
discuss,discuter,즐기며 먹다,話し合います
district,district,지구,地区
doubt,doute,의심,疑問に思う
due,dû,정당한,期限
during,pendant,...동안,中に
each,chaque,마다,各
east,est,동쪽,東
easy,facile,쉬운,かんたん
economy,économie,경제,経済
effect,effet,효과,効果
either,non plus,어느 한 쪽,どちらか
elect,élire,선택된,選出する
else,autre,그밖에,他に
employ,employer,고용,雇う
encourage,encourager,북돋우다,奨励します
English,Anglais,영어,英語
enough,suffisant,충분히,十分な
especial,particulier,특별한,特別な
Europe,L'Europe ,유럽,ヨーロッパ
ever,déjà,이제까지,今まで
every,chaque,...마다,毎回
evidence,preuve,증거,証拠
exact,exact,정확한,正確な
except,sauf,외,を除く
excuse,excuse,변명,言い訳
exist,exister,있다,存在する
expect,attendre,배고 있다,期待する
expense,frais,비용,費用
experience,expérience,경험,経験
explain,Explique,설명,説明する
express,Express,표하다,急行する
extra,supplémentaire,특별한,余分な
fact,fait,것,事実
fair,juste,공정한,公平
far,loin,멀리,遠い
favour,favoriser,호의,好意
feel,ressentir,느낌,感じる
final,final,결정적인,最後の
finance,la finance,재원,ファイナンス
find,trouver,발견,見つける
finish,terminer,끝,終わり
first,premier,먼저,最初
fit,en forme,적당한,フィット
follow,suivre,따르다,従う
forget,oublier,잊다,忘れる
for,pour,...에 대한,にとって
fortune,fortune,재산,幸運
forward,vers l'avant,앞으로,進む
France,France,프랑스,フランス
free,libre,비어 있는,無料
Friday,Vendredi,금요일,金曜日
from,de,...에서,から
fun,amusement,장난,楽しい
function,une fonction,기능,関数
fund,fonds,축적,基金
further,plus loin,더욱이,さらに
future,futur,미래,未来
gas,gaz,가스,ガス
general,général,일반,一般的な
Germany,Allemagne,독일,ドイツ
get,obtenir,도망,取得する
go,aller,가기,行く
god,Dieu,하나님,神
good,bien,좋은,良い
goodbye,Au revoir,안녕,さようなら
govern,gouverne,지배하다,統治する
grant,subvention,부여,付与
great,génial,큰,すばらしいです
guess,deviner,추측,推測
happen,se produire,우연히 있다,起こる
hard,difficile,단단한,ハード
hate,haine,미움,嫌い
have,avoir,있다,持ってる
health,santé,건강,健康
hear,entendre,듣다,聞く
hell,enfer,지옥,地獄
help,Aidez-moi,도움,助けて
history,l'histoire,역사,歴史
hit,frappé,히트,ヒット
honest,honnête,정직한,正直
hope,espérer,기대,希望
hour,heure,시간,時
how,Comment,방법,どうやって
however,toutefois,하나,しかしながら
hullo,Tiens,훌로,ハルロ
idea,idée,생각,アイディア
identify,identifier,식별하다,識別する
if,si,만약,もし
imagine,imaginer,상상하다,想像する
important,important,중대한,重要
improve,améliorer,돌리다,改善する
include,comprendre,포함,含める
income,le revenu,수입,所得
increase,augmenter,증가하다,増加する
in,dans,...에서,に
indeed,effectivement,과연,確かに
individual,individuel,개인,個々
industry,industrie,산업,業界
inform,informer,알리다,知らせる
instead,au lieu,대신에,代わりに
insure,assurer,안전하게 하다,保険をかける
interest,intérêt,관심,興味
introduce,présenter,끼워 넣다,紹介する
invest,investir,사다,投資する
involve,impliquer,감다,関与する
issue,problème,발행물,問題
job,emploi,일,ジョブ
judge,juge,판사,裁判官
just,juste,다만,ただ
keep,garder,유지,キープ
kind,gentil,종류,種類
know,savoir,알고있다,知っている
labour,la main d'oeuvre,노동,労働
language,la langue,언어,言語
last,dernier,마지막,最終
late,en retard,늦은,遅い
law,loi,법,法律
lead,conduire,리드,鉛
learn,apprendre,배우다,学ぶ
let,laisser,방해,させる
life,la vie,생명,生活
like,comme,처럼,のような
likely,probable,아마도,たぶん
limit,limite,한도,限定
listen,écoute,들리다,聴く
live,vivre,살고 있다,ライブ
local,local,노동 조합 지부,地元
lock,fermer à clé,자물쇠,ロック
London,Londres,런던,ロンドン
lord,Seigneur,지배자,主
lose,perdre,잃다,失う
love,amour,애정,愛
luck,la chance,운,運
main,principale,본관,メイン
major,Majeur,주요한,メジャー
manage,gérer,꾸리다,管理する
matter,matière,문제,事柄
maybe,peut être,아마도,多分
may,mai,할 수있다,5月
meaning,sens,의미,意味
mean,signifier,평균,平均
meet,rencontrer,만나다,会う
member,membre,회원,メンバー
mention,mention,언급하다,言及する
might,pourrait,힘,かもしれない
mind,esprit,마음,マインド
minister,ministre,장관,大臣
minus,moins,마이너스,マイナス
minute,minute,분,分
moment,moment,순간,一瞬
Monday,Lundi,월요일,月曜
month,mois,달,月
more,plus,더,もっと
most,plus,가장,最も
Mrs.|Mrs,Mme | Mme,부인 | 부인,夫人|夫人
must,doit,절대로 필요한 것,しなければならない
name,prénom,이름,名
nation,nation,민족,国家
necessary,nécessaire,필요한,必要
need,avoir besoin,필요한 것,必要
never,jamais,못,決して
next,suivant,다음 것,次
nice,agréable,좋은,いいね
non,non,비,非
no,non,아니,いや
normal,Ordinaire,표준,普通の
north,Nord,북쪽,北
note,Remarque,노트,注意
notice,remarquer,주의,通知
not,ne pas,아니,じゃない
now,à présent,지금,今
obvious,évident,분명한,明らか
occasion,occasion,기회,機会
odd,impair,이상한,奇妙な
of,de,의,の
off,de,떨어져서,オフ
offer,offre,제공,提供
often,souvent,자주,しばしば
okay,d'accord,괜찮아,はい
once,une fois que,일단,一回
only,seulement,만,のみ
on,sur,...에,に
opportunity,opportunité,기회,機会
oppose,s'opposer,대들다,反対する
order,ordre,주문,注文
original,original,기발한,元の
or,ou,또는,または
otherwise,autrement,그렇지 않으면,さもないと
ought,devrait,영,はず
own,posséder,개인적인,自分の
paragraph,paragraphe,절,段落
pardon,pardon,용서,恩赦
particular,particulier,특별한,特定の
pass,passer,패스,パス
past,passé,과거,過去
pence,pence,펜스,ペンス
pension,Pension,연금,年金
percent,pour cent,퍼센트,パーセント
perfect,parfait,완전한,完璧な
perhaps,peut-être,혹시,たぶん
period,période,기간,期間
per,par,당,あたり
please,S'il vous plaît,부디,お願いします
plus,plus,...을 더한,プラス
policy,politique,정책,政策
politic,politique,적절한,政治的
positive,positif,양,ポジティブ
possible,possible,가능한,可能
post,poster,우편,役職
pound,livre,파운드,ポンド
power,Puissance,힘,パワー
practise,entraine toi,연습,練習
prepare,préparer,준비하다,準備する
present,présent,선물,プレゼント
press,presse,프레스,押す
pressure,pression,압력,圧力
presume,présumer,추정하다,推定する
previous,précédent,너무 이른,前
price,prix,가격,価格
private,privé,은밀한,プライベート
probable,probable,유망한 후보자,たぶん
problem,problème,문제,問題
proceed,procéder,발하다,進む
process,processus,방법,プロセス
programme,programme,프로그램,プログラム
project,projet,계획,プロジェクト
proper,correct,적절한,適切な
propose,proposer,제안하다,提案する
protect,protéger,보호,守る
provide,fournir,제공하다,提供する
public,Publique,공공의,パブリック
purpose,objectif,목적,目的
quality,qualité,품질,品質
quarter,trimestre,쿼터,四半期
question,question,의문,質問
quid,chique,한 번 씹는 분량,頭の良いです
quiet,silencieux,조용한,静か
quite,assez,아주,かなり
rate,taux,율,レート
rather,plutôt,차라리,むしろ
ready,prêt,준비된,準備ができて
realise,prendre conscience de,깨닫다,実現する
really,vraiment,정말,本当に
real,réal,레알,リアル
reason,raison,이유,理由
receive,recevoir,받다,受け取る
recent,récent,충적세,最近
reckon,compter,세다,計算する
recognize,reconnaître,인정하다,認める
recommend,recommander,권하다,お勧め
reduce,réduire,줄이다,減らす
refer,référer,부치다,参照する
regard,ce qui concerne,관련,よろしく
region,Région,부위,領域
relation,relation,관계,関係
remember,rappelles toi,생각해 내다,覚えている
represent,représenter,말하다,代表する
require,exiger,요구하다,要求する
research,recherche,연구,研究
respect,le respect,존경,尊敬
responsible,responsable,책임,責任者
rid,débarrasser,구하다,取り除く
role,rôle,역할,役割
roll,rouleau,롤,ロール
rule,règle,규칙,ルール
safe,sûr,안전한,安全
sale,vente,판매,販売
same,même,같은,同じ
Saturday,samedi,토요일,土曜日
save,enregistrer,구하다,保存する
scheme,schème,계획,スキーム
score,But,점수,スコア
Scotland,Écosse,스코틀랜드,スコットランド
second,seconde,둘째,第二
section,section,섹션,セクション
secure,garantir,안전한,安全な
seem,sembler,보다,思われる
see,voir,만나다,見る
self,soi,본인,自己
send,envoyer,보내다,送る
sense,sens,감각,感覚
serious,sérieux,진지한,真面目な
serve,servir,서브,仕える
service,un service,서비스,サービス
set,ensemble,세트,セット
settle,régler,가리다,落ち着く
sex,sexe,섹스,性別
shall,doit,하여야 한다,しなければならない
share,partager,몫,シェア
should,devrait,할까요,すべき
show,spectacle,보여 주다,見せる
side,côté,측면,側
similar,similaire,비슷한,同様の
since,puisque,이후,以来
single,unique,단일,シングル
sir,Monsieur,경,先生
site,site,대지,サイト
situate,situer,...을 놓다,位置づける
slight,légère,근소한,わずかな
so,alors,그래서,そう
social,social,사회적인,ソーシャル
society,société,사회,社会
some,certains,약간,一部
soon,bientôt,곧,すぐに
sorry,Pardon,죄송합니다,ごめんなさい
sort,Trier,종류,ソート
sound,du son,소리,音
south,Sud,남쪽,南
special,spécial,특별한,特殊
specific,spécifique,특유한,特定
spell,épeler,주문,スペル
spend,dépenser,보내,費やす
standard,la norme,표준,標準
state,Etat,상태,状態
stay,rester,머무르다,滞在
still,encore,아직도,まだ
story,récit,이야기,ストーリー
strategy,stratégie,계략,戦略
strike,la grève,스트라이크,ストライク
study,étude,연구,調査
stupid,stupide,바보,愚か
subject,assujettir,제목,件名
succeed,réussir,성공하다,成功する
such,tel,이러한,そのような
sudden,soudain,갑자기,突然
suggest,suggérer,제안하다,提案する
Sunday,dimanche,일요일,日曜日
supply,la fourniture,공급,供給
support,soutien,지원하다,サポート
suppose,supposer,가정,仮定する
sure,sûr,확실한,確かに
surprise,surprise,놀람,驚き
switch,commutateur,스위치,スイッチ
tax,impôt,세,税金
teach,apprendre,가르치다,教える
tell,dire,텔,伝える
tend,tendre,지키다,傾向がある
term,terme,기간,期間
terrible,terrible,무서운,ひどい
test,tester,테스트,テスト
thank,remercier,감사,感謝
than,que,보다,より
the,le,그만큼,その
then,puis,그때,それから
therefore,donc,따라서,したがって
there,Là,그곳에,そこ
they,ils,그들,彼ら
thing,chose,의회,事
think,pense,생각한다,考える
this,ce,이,この
though,bien que,그래도,でも
thou,tu,달러,なた
Thursday,Jeudi,목요일,木曜日
time,temps,시각,時間
to,à,에,に
today,aujourd'hui,오늘,今日
together,ensemble,함께,一緒に
tomorrow,demain,내일,明日
tonight,ce soir,오늘 밤,今晩
too,aussi,너무,も
total,total,합계,合計
trade,Commerce,무역,トレード
treat,traiter,턱,扱う
trouble,difficulté,수고,トラブル
true,vrai,참된,本当
trust,confiance,믿음,信頼
try,essayer,시험,試してみる
Tuesday,Mardi,화요일,火曜日
type,type,유형,タイプ
understand,comprendre,알다,わかる
union,syndicat,노동 조합,連合
unite,unir,맞잡다,団結する
unit,unité,단위,単位
unless,sauf si,그렇지 않으면,でない限り
until,jusqu'à ce que,...까지,まで
upon,sur,...에,に
usual,habituel,보통의,いつもの
value,valeur,값,値
various,divers,여러,いろいろ
very,très,대단히,非常に
visit,visite,방문,訪問
vote,vote,투표,投票
wage,salaire,값,賃金
wait,attendre,기다림,待つ
want,vouloir,필요,欲しいです
waste,déchets,낭비,無駄
way,façon,방법,方法
wear,porter,입고 있다,着る
Wednesday,Mercredi,수요일,水曜日
week,la semaine,주,週間
wee,pipi,쉬,おしっこ
welcome,Bienvenue,환영,ようこそ
well,bien,잘,まあ
we,nous,우리,我々
west,Ouest,서쪽,西
what,quoi,뭐,何
when,quand,언제,いつ
where,où,어디에,どこで
whether,qu'il s'agisse,인지 어떤지,かどうか
which,lequel,어느,どれ
while,tandis que,동안,ながら
who,qui,누구,誰
why,Pourquoi,왜,なぜ
will,volonté,의지,意志
win,gagner,승리,勝つ
wish,souhait,소원,願う
with,avec,와,と
within,dans,이내에,内に
without,sans pour autant,없이,なしで
wonder,merveille,경이,ワンダー
word,mot,워드,ワード
world,monde,세계,世界
worry,inquiéter,걱정,心配
worse,pire,보다 나쁜,ひどい
worth,vaut,가치,価値
would,aurait,할 것이다,するだろう
wrong,faux,잘못된,違う
year,année,년,年
yes,Oui,예,はい
yesterday,hier,어제,昨日
yet,encore,아직,まだ
you,vous,당신,君は
